Datum,Zeit,Stundenaufwand,Beschrieb der TÃ¤tigkeit
30.08.2026,18:00–20:21,ca. 2 h,AP1 Teamssitzung AP aufteilung und Arbeitszuweisung auf Mitarbeiter
01.09.2026,21:03–23:11,ca. 2 h,AP3 RaspiCtrl gemeinsam entwickelt. Adafruit- und RaspiCtrl-Schnittstelle zusammengefuehrt sowie serielle USB-CDC-Kommunikation auf Raspberry Pi 1 getestet.


,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
